version,core,style,seed,years,life,shortages,sales,sold,expenses,tax,total,goal,bankrupt,cashRatio
before,allWorld,cash,35,20,2,0,0,0,135000,0,1681501,false,false,0.4320755225959029
before,allWorld,cash,36,20,1,0,0,0,90000,0,1788019,false,false,0.45205039939765734
before,allWorld,cash,37,20,1,0,0,0,45000,0,1416894,false,false,0.43172675148942313
before,allWorld,cash,38,20,3,0,0,0,157500,0,1466717,false,false,0.4695414060671223
before,allWorld,cash,39,20,2,0,0,0,135000,0,1137463,false,false,0.4857903514224902
before,allWorld,cash,40,20,1,0,0,0,40500,0,1709274,false,false,0.4689208891422679
before,allWorld,cash,41,20,2,0,0,0,173000,0,1468506,false,false,0.4698444644552226
before,allWorld,cash,42,20,2,0,0,0,105000,0,1508005,false,false,0.4484299125457773
before,allWorld,cash,43,20,3,0,0,0,204000,0,1466456,false,false,0.46805619258308456
before,allWorld,cash,44,20,2,0,0,0,164000,0,2077341,false,false,0.4489467532651844
before,allWorld,cash,45,20,3,0,0,0,220500,0,735062,false,false,0.48876422514581525
before,allWorld,cash,46,20,2,0,0,0,124000,0,1026028,false,false,0.5135795514842971
before,allWorld,cash,47,20,1,0,0,0,54000,0,1584339,false,false,0.46125042296972046
before,allWorld,cash,48,20,2,0,0,0,126000,0,1300814,false,false,0.48295887596329584
before,allWorld,cash,49,20,3,0,0,0,166500,0,1082452,false,false,0.5124891936558583
before,allWorld,cash,50,20,2,0,0,0,105000,0,1737027,false,false,0.4249188008618421
before,allWorld,cash,51,20,0,0,0,0,0,0,1989412,false,false,0.4151993487964334
before,allWorld,cash,52,20,1,0,0,0,50000,0,1449693,false,false,0.43475840811825145
before,allWorld,cash,53,20,2,0,0,0,164000,0,1502575,false,false,0.47176290115738234
before,allWorld,cash,54,20,2,0,0,0,150000,0,1890021,false,false,0.4317121773298015
before,allWorld,cash,55,20,3,0,0,0,145500,0,1031844,false,false,0.4412352762387005
before,allWorld,cash,56,20,1,0,0,0,63000,0,1961365,false,false,0.4290730498962742
before,allWorld,cash,57,20,0,0,0,0,0,0,1329369,false,false,0.524600768852719
before,allWorld,cash,58,20,3,0,0,0,215000,0,1315564,false,false,0.4473563070730765
before,allWorld,cash,59,20,2,0,0,0,105000,0,1866925,false,false,0.4490420547855315
before,allWorld,cash,60,20,4,0,0,0,314000,0,2271357,false,false,0.4366093214278742
before,allWorld,cash,61,20,4,0,0,0,290500,0,1809989,false,false,0.4313898660938197
before,allWorld,cash,62,20,0,0,0,0,0,0,1647665,false,false,0.44878667960590884
before,allWorld,cash,63,20,1,0,0,0,54000,0,1342059,false,false,0.46272450294721496
before,allWorld,cash,64,20,2,0,0,0,135000,0,2643179,false,false,0.4219277276265303
before,allWorld,cash,65,20,3,0,0,0,195000,0,1771248,false,false,0.43917078324399156
before,allWorld,cash,66,20,1,0,0,0,45000,0,1615715,false,false,0.45726328285642337
before,allWorld,cash,67,20,2,0,0,0,155000,0,849335,false,false,0.5327459179707422
before,allWorld,cash,68,20,1,0,0,0,70000,0,2432710,false,false,0.4264846439764828
before,allWorld,cash,69,20,3,0,0,0,162000,0,1927291,false,false,0.4080814999566601
before,allWorld,cash,70,20,1,0,0,0,70000,0,1683497,false,false,0.45236325498345265
before,allWorld,cash,71,20,4,0,0,0,209500,0,1287812,false,false,0.45457246522899586
before,allWorld,cash,72,20,3,0,0,0,167000,0,2229966,false,false,0.4349439939256454
before,allWorld,cash,73,20,2,0,0,0,95000,0,1396007,false,false,0.4591610566686679
before,allWorld,cash,74,20,3,0,0,0,205000,0,938059,false,false,0.48710587871454863
before,allWorld,cash,75,20,1,0,0,0,40500,0,1567843,false,false,0.45083508030500175
before,allWorld,cash,76,20,2,0,0,0,189000,0,1509907,false,false,0.4570325109223855
before,allWorld,cash,77,20,2,0,0,0,151000,0,1640740,false,false,0.47462662284351886
before,allWorld,cash,78,20,0,0,0,0,0,0,2399676,false,false,0.4738524918454898
before,allWorld,cash,79,20,2,0,0,0,139500,0,979076,false,false,0.5435498906042749
before,allWorld,cash,80,20,2,0,0,0,180000,0,1223724,false,false,0.49061789743524586
before,allWorld,cash,81,20,3,0,0,0,203000,0,2152780,false,false,0.432252600025212
before,allWorld,cash,82,20,3,0,0,0,144500,0,1510546,false,false,0.4413035146983918
before,allWorld,cash,83,20,2,0,0,0,162000,0,1868613,false,false,0.44592583941582176
before,allWorld,cash,84,20,1,0,0,0,60000,0,2406036,false,false,0.42892093226417005
before,allWorld,cash,85,20,3,0,0,0,162000,0,1088733,false,false,0.44811346719192613
before,allWorld,cash,86,20,2,0,0,0,126000,0,1734887,false,false,0.4553900044549376
before,allWorld,cash,87,20,2,0,0,0,144000,0,1482663,false,false,0.4940874533496144
before,allWorld,cash,88,20,2,0,0,0,159000,0,2351717,false,false,0.4237183884598714
before,allWorld,cash,89,20,2,0,0,0,121500,0,1705985,false,false,0.42172169749928823
before,allWorld,cash,90,20,1,0,0,0,110000,0,1833278,false,false,0.4444382018615077
before,allWorld,cash,91,20,1,0,0,0,110000,0,1225591,false,false,0.5470078691378835
before,allWorld,cash,92,20,3,0,0,0,214000,0,1063755,false,false,0.4524911716506561
before,allWorld,cash,93,20,2,0,0,0,117000,0,1139982,false,false,0.5079378726301038
before,allWorld,cash,94,20,3,0,0,0,149000,0,1638563,false,false,0.462408046800305
before,allWorld,cash,95,20,0,0,0,0,0,0,2365987,false,false,0.4422552071506723
before,allWorld,cash,96,20,1,0,0,0,70000,0,1674866,false,false,0.462362376037788
before,allWorld,cash,97,20,2,0,0,0,140000,0,1945706,false,false,0.44361538882390894
before,allWorld,cash,98,20,1,0,0,0,70000,0,1506538,false,false,0.42114132534629434
before,allWorld,cash,99,20,2,0,0,0,173000,0,1307909,false,false,0.5219958555574786
before,allWorld,cash,100,20,3,0,0,0,250000,0,1811568,false,false,0.43314959143805326
before,allWorld,cash,101,20,2,0,0,0,155000,0,1937138,false,false,0.45090472112680346
before,allWorld,cash,102,20,3,0,0,0,193500,0,1554635,false,false,0.4807164032441077
before,allWorld,cash,103,20,3,0,0,0,169000,0,1028638,false,false,0.4816528499850419
before,allWorld,cash,104,20,3,0,0,0,209500,0,1660614,false,false,0.47441479267588627
before,allWorld,cash,105,20,3,0,0,0,231500,0,1606264,false,false,0.43746613185905875
before,allWorld,cash,106,20,2,0,0,0,126000,0,1342996,false,false,0.48663399798483387
before,allWorld,cash,107,20,2,0,0,0,135000,0,1499875,false,false,0.46800312604176486
before,allWorld,cash,108,20,1,0,0,0,70000,0,1941858,false,false,0.43251455787348736
before,allWorld,cash,109,20,2,0,0,0,123000,0,1905026,false,false,0.44838996256491565
before,allWorld,cash,110,20,1,0,0,0,70000,0,1971694,false,false,0.4197514400457421
before,allWorld,cash,111,20,2,0,0,0,149000,0,1789075,false,false,0.42749669103629967
before,allWorld,cash,112,20,1,0,0,0,40500,0,2119917,false,false,0.4215437352053703
before,allWorld,cash,113,20,2,0,0,0,105000,0,1087889,false,false,0.48117647690381943
before,allWorld,cash,114,20,2,0,0,0,169000,0,1962909,false,false,0.42921992557318533
before,allWorld,cash,115,20,1,0,0,0,40500,0,1614674,false,false,0.4893617178303236
before,allWorld,cash,116,20,1,0,0,0,54000,0,1529925,false,false,0.47715479041417375
before,allWorld,cash,117,20,1,0,0,0,70000,0,1428141,false,false,0.4566995807320925
before,allWorld,cash,118,20,3,0,0,0,214000,0,741649,false,false,0.5152042473402872
before,allWorld,cash,119,20,1,0,0,0,99000,0,2477401,false,false,0.4425106855810865
before,allWorld,cash,120,20,2,0,0,0,95000,0,1831448,false,false,0.4472208648363119
before,allWorld,cash,121,20,1,0,0,0,45000,0,1456902,false,false,0.510536658204036
before,allWorld,cash,122,20,3,0,0,0,243000,0,2235855,false,false,0.4325543016932135
before,allWorld,cash,123,20,1,0,0,0,70000,0,1270076,false,false,0.5198292277856854
before,allWorld,cash,124,20,1,0,0,0,63000,0,1352481,false,false,0.5382949485638855
before,allWorld,cash,125,20,1,0,0,0,54000,0,2275688,false,false,0.42425688102947073
before,allWorld,cash,126,20,1,0,0,0,99000,0,2048029,false,false,0.4429931322659401
before,allWorld,cash,127,20,0,0,0,0,0,0,2088629,false,false,0.413246448692261
before,allWorld,cash,128,20,2,0,0,0,170000,0,1204229,false,false,0.43228604977099155
before,allWorld,cash,129,20,1,0,0,0,45000,0,1001725,false,false,0.5268025522512687
before,allWorld,cash,130,20,1,0,0,0,50000,0,1693442,false,false,0.45552715806420246
before,allWorld,cash,131,20,2,0,0,0,124000,0,1109917,false,false,0.48263191921700094
before,allWorld,cash,132,20,2,0,0,0,121500,0,1080312,false,false,0.46680483459446426
before,allWorld,cash,133,20,1,0,0,0,110000,0,1686795,false,false,0.4577757108127648
before,allWorld,cash,134,20,1,0,0,0,110000,0,1514468,false,false,0.47166729625125353
before,allWorld,cash,135,20,1,0,0,0,54000,0,2041481,false,false,0.44675872127104344
before,allWorld,cash,136,20,4,0,0,0,304000,0,1560304,false,false,0.4445155335039578
before,allWorld,cash,137,20,3,0,0,0,216000,0,2065793,false,false,0.4497035263212827
before,allWorld,cash,138,20,1,0,0,0,45000,0,2606380,false,false,0.4211205583712568
before,allWorld,cash,139,20,1,0,0,0,40500,0,2261542,false,false,0.4281570629485697
before,allWorld,cash,140,20,2,0,0,0,170000,0,2677191,false,false,0.3953514934583409
before,allWorld,cash,141,20,4,0,0,0,274000,0,1190840,false,false,0.46331426753850397
before,allWorld,cash,142,20,2,0,0,0,104000,0,1240135,false,false,0.46930923929638463
before,allWorld,cash,143,20,1,0,0,0,40500,0,1457241,false,false,0.49149814501799627
before,allWorld,cash,144,20,4,0,0,0,255500,0,633871,false,false,0.44813248339918565
before,allWorld,cash,145,20,1,0,0,0,60000,0,2610857,false,false,0.43232278192275453
before,allWorld,cash,146,20,2,0,0,0,162000,0,1618589,false,false,0.4423641431858562
before,allWorld,cash,147,20,3,0,0,0,184500,0,1650463,false,false,0.456693728223561
before,allWorld,cash,148,20,3,0,0,0,218000,0,1235929,false,false,0.447582327398717
before,allWorld,cash,149,20,2,0,0,0,126000,0,1970126,false,false,0.43051335580904065
before,allWorld,cash,150,20,2,0,0,0,141000,0,1415911,false,false,0.44971635947404975
before,allWorld,cash,151,20,3,0,0,0,231500,0,1874248,false,false,0.43402681929474396
before,allWorld,cash,152,20,0,0,0,0,0,0,1264796,false,false,0.5539652440234318
before,allWorld,cash,153,20,1,0,0,0,54000,0,1676221,false,false,0.43202149506722
before,allWorld,cash,154,20,3,0,0,0,195000,0,3128253,true,false,0.40979869445910716
before,allWorld,cash,155,20,2,0,0,0,144000,0,1914816,false,false,0.4185311049631332
before,allWorld,cash,156,20,3,0,0,0,254000,0,2035115,false,false,0.41060235608172224
before,allWorld,cash,157,20,3,0,0,0,234000,0,1017704,false,false,0.47523000572706076
before,allWorld,cash,158,20,4,0,0,0,304000,0,1291557,false,false,0.40596094911412023
before,allWorld,cash,159,20,2,0,0,0,90500,0,1447826,false,false,0.5029957053783584
before,allWorld,cash,160,20,2,0,0,0,164000,0,1305964,false,false,0.45537633804931266
before,allWorld,cash,161,20,1,0,0,0,99000,0,1923245,false,false,0.4450312897998786
before,allWorld,cash,162,20,0,0,0,0,0,0,2255290,false,false,0.4694335910519524
before,allWorld,cash,163,20,0,0,0,0,0,0,3150357,true,false,0.43188318255669766
before,allWorld,cash,164,20,2,0,0,0,150500,0,1840723,false,false,0.42970614141414354
before,allWorld,cash,165,20,1,0,0,0,81000,0,1201175,false,false,0.4504910382560946
before,allWorld,cash,166,20,4,0,0,0,249000,0,949198,false,false,0.48136031410770236
before,allWorld,cash,167,20,2,0,0,0,126000,0,1108927,false,false,0.490884584981732
before,allWorld,cash,168,20,1,0,0,0,99000,0,2051765,false,false,0.45056825517903193
before,allWorld,cash,169,20,1,0,0,0,99000,0,1558464,false,false,0.4235238225602469
before,allWorld,cash,170,20,1,0,0,0,45000,0,1839872,false,false,0.4619438295889732
before,allWorld,cash,171,20,1,0,0,0,45000,0,2065705,false,false,0.4299857048112667
before,allWorld,cash,172,20,0,0,0,0,0,0,2400366,false,false,0.41943835186884765
before,allWorld,cash,173,20,1,0,0,0,40500,0,1435957,false,false,0.46856206026878133
before,allWorld,cash,174,20,3,0,0,0,175500,0,1389119,false,false,0.44315663195885324
before,allWorld,cash,175,20,2,0,0,0,115000,0,944273,false,false,0.4817096962686194
before,allWorld,cash,176,20,4,0,0,0,296000,0,1439315,false,false,0.43500465403845723
before,allWorld,cash,177,20,3,0,0,0,169000,0,1677293,false,false,0.49045002250401665
before,allWorld,cash,178,20,3,0,0,0,243000,0,981165,false,false,0.5029489817197582
before,allWorld,cash,179,20,3,0,0,0,181500,0,1316092,false,false,0.5149005162887721
before,allWorld,cash,180,20,2,0,0,0,99000,0,1831493,false,false,0.4468309942418284
before,allWorld,cash,181,20,3,0,0,0,214000,0,2145385,false,false,0.43821684682591105
before,allWorld,cash,182,20,1,0,0,0,63000,0,2377689,false,false,0.4135331497809144
before,allWorld,cash,183,20,3,0,0,0,200500,0,1629480,false,false,0.4516040515596783
before,allWorld,cash,184,20,4,0,0,0,295000,0,651470,false,false,0.5488561267371541
before,allWorld,cash,185,20,3,0,0,0,180000,0,2165399,false,false,0.4281980963665458
before,allWorld,cash,186,20,3,0,0,0,234000,0,1333464,false,false,0.4377876025623825
before,allWorld,cash,187,20,2,0,0,0,130000,0,1686687,false,false,0.46666947711766477
before,allWorld,cash,188,20,2,0,0,0,151000,0,1218350,false,false,0.4326080225826205
before,allWorld,cash,189,20,2,0,0,0,160000,0,1759424,false,false,0.4659663442774266
before,allWorld,cash,190,20,3,0,0,0,234000,0,1321273,false,false,0.4490234192496051
before,allWorld,cash,191,20,3,0,0,0,164500,0,1293190,false,false,0.4786627764390149
before,allWorld,cash,192,20,1,0,0,0,63000,0,1142122,false,false,0.4637220582359184
before,allWorld,cash,193,20,2,0,0,0,151000,0,1513304,false,false,0.4624728842548955
before,allWorld,cash,194,20,1,0,0,0,60000,0,1702390,false,false,0.44226931512579226
before,allWorld,cash,195,20,3,0,0,0,210500,0,1402031,false,false,0.48839276896335654
before,allWorld,cash,196,20,5,0,0,0,353500,0,1128882,false,false,0.43352234824292263
before,allWorld,cash,197,20,3,0,0,0,180000,0,2101058,false,false,0.41225314115767386
before,allWorld,cash,198,20,2,0,0,0,135000,0,782867,false,false,0.6050948844851007
before,allWorld,cash,199,20,3,0,0,0,220000,0,1264459,false,false,0.44864393079707704
before,allWorld,cash,200,20,3,0,0,0,175500,0,1579033,false,false,0.4287218087456239
before,allWorld,cash,201,20,1,0,0,0,110000,0,1452133,false,false,0.4360663962187753
before,allWorld,cash,202,20,2,0,0,0,135000,0,2281489,false,false,0.4442704024355617
before,allWorld,cash,203,20,1,0,0,0,99000,0,1439351,false,false,0.42195584153948307
before,allWorld,cash,204,20,1,0,0,0,40500,0,1559134,false,false,0.4613216754121078
before,allWorld,cash,205,20,2,0,0,0,144000,0,2365291,false,false,0.4098435141363022
before,allWorld,cash,206,20,2,0,0,0,108000,0,1905605,false,false,0.4342936433382156
before,allWorld,cash,207,20,3,0,0,0,234000,0,1791129,false,false,0.4288484926462658
before,allWorld,cash,208,20,2,0,0,0,140000,0,2421690,false,false,0.4146440122622453
before,allWorld,cash,209,20,1,0,0,0,45000,0,1923064,false,false,0.4552738890662426
before,allWorld,cash,210,20,2,0,0,0,103500,0,1034638,false,false,0.5460211417142886
before,allWorld,cash,211,20,3,0,0,0,251000,0,826469,false,false,0.4620140069913311
before,allWorld,cash,212,20,3,0,0,0,164500,0,1797298,false,false,0.4252924618531598
before,allWorld,cash,213,20,3,0,0,0,214000,0,1061015,false,false,0.42264281068962095
before,allWorld,cash,214,20,4,0,0,0,274000,0,1571249,false,false,0.41634071628450264
before,allWorld,cash,215,20,2,0,0,0,121500,0,2144722,false,false,0.43004092685603534
before,allWorld,cash,216,20,1,0,0,0,54000,0,1107703,false,false,0.5356206196280918
before,allWorld,cash,217,20,1,0,0,0,50000,0,2014753,false,false,0.4405028022387321
before,allWorld,cash,218,20,2,0,0,0,180000,0,1866035,false,false,0.4526036765388245
before,allWorld,cash,219,20,1,0,0,0,50000,0,1361506,false,false,0.4961387270312655
before,allWorld,cash,220,20,3,0,0,0,225000,0,2424568,false,false,0.42010363262956724
before,allWorld,cash,221,20,2,0,0,0,149000,0,1622113,false,false,0.44154289143139247
before,allWorld,cash,222,20,2,0,0,0,126000,0,1557878,false,false,0.4399682002073987
before,allWorld,cash,223,20,1,0,0,0,45000,0,1983035,false,false,0.43959578430398744
before,allWorld,cash,224,20,2,0,0,0,164000,0,1384246,false,false,0.49050707939215965
before,allWorld,cash,225,20,3,0,0,0,211000,0,2096341,false,false,0.46521454718943145
before,allWorld,cash,226,20,2,0,0,0,164000,0,2156935,false,false,0.4302357298150552
before,allWorld,cash,227,20,2,0,0,0,189000,0,1714312,false,false,0.4481907778951043
before,allWorld,cash,228,20,1,0,0,0,40500,0,1585119,false,false,0.46324659059716344
before,allWorld,cash,229,20,2,0,0,0,200000,0,970909,false,false,0.4613465707399689
before,allWorld,cash,230,20,2,0,0,0,85500,0,1503782,false,false,0.46011528518174255
before,allWorld,cash,231,20,2,0,0,0,139500,0,1604571,false,false,0.43871818599098306
before,allWorld,cash,232,20,4,0,0,0,317000,0,1370884,false,false,0.44752728990932755
before,allWorld,cash,233,20,1,0,0,0,45000,0,1389621,false,false,0.5050339004669315
before,allWorld,cash,234,20,2,0,0,0,169000,0,1482391,false,false,0.4659927120071511
before,allWorld,cash,235,20,3,0,0,0,189000,0,1108705,false,false,0.487739739163146
before,allWorld,cash,236,20,0,0,0,0,0,0,1486176,false,false,0.4798538861724554
before,allWorld,cash,237,20,2,0,0,0,105000,0,2005792,false,false,0.4469106187541172
before,allWorld,cash,238,20,3,0,0,0,198000,0,1214294,false,false,0.5075737148757986
before,allWorld,cash,239,20,1,0,0,0,70000,0,1463717,false,false,0.4778985850894141
before,allWorld,cash,240,20,1,0,0,0,81000,0,2039524,false,false,0.43061687611809846
before,allWorld,cash,241,20,1,0,0,0,63000,0,1660287,false,false,0.46713444380083213
before,allWorld,cash,242,20,2,0,0,0,159000,0,1007655,false,false,0.5256311359088056
before,allWorld,cash,243,20,3,0,0,0,245000,0,1235049,false,false,0.46862957559851004
before,allWorld,cash,244,20,2,0,0,0,164000,0,1332511,false,false,0.4490618621405861
before,allWorld,cash,245,20,3,0,0,0,184500,0,1848759,false,false,0.4396793069639456
before,allWorld,cash,246,20,2,0,0,0,169000,0,1271029,false,false,0.4628865052993601
before,allWorld,cash,247,20,2,0,0,0,105000,0,1383412,false,false,0.47872810998109677
before,allWorld,cash,248,20,1,0,0,0,54000,0,2083492,false,false,0.43585665422951186
before,allWorld,cash,249,20,2,0,0,0,155000,0,1516020,false,false,0.4343183503119432
before,allWorld,cash,250,20,0,0,0,0,0,0,1877135,false,false,0.45767691945033945
before,allWorld,cash,251,20,4,0,0,0,294500,0,865736,false,false,0.44785570620587256
before,allWorld,cash,252,20,3,0,0,0,245000,0,1276597,false,false,0.44915999390355166
before,allWorld,cash,253,20,0,0,0,0,0,0,1561007,false,false,0.44761254554901847
before,allWorld,cash,254,20,2,0,0,0,90000,0,2231913,false,false,0.44096129813293683
before,allWorld,cash,255,20,0,0,0,0,0,0,1949950,false,false,0.4648446778603663
before,allWorld,cash,256,20,3,0,0,0,225000,0,1684247,false,false,0.48924121241873025
before,allWorld,cash,257,20,2,0,0,0,164000,0,1444717,false,false,0.4401050155284293
before,allWorld,cash,258,20,4,0,0,0,270500,0,1474527,false,false,0.4134451441118644
before,allWorld,cash,259,20,2,0,0,0,169000,0,2378962,false,false,0.4406085727463777
before,allWorld,cash,260,20,2,0,0,0,144000,0,1541230,false,false,0.48552160617796003
before,allWorld,cash,261,20,2,0,0,0,191000,0,1105306,false,false,0.4711827396917478
before,allWorld,cash,262,20,2,0,0,0,85500,0,1767505,false,false,0.47042372354266326
before,allWorld,cash,263,20,4,0,0,0,238500,0,1079158,false,false,0.4703675083808133
before,allWorld,cash,264,20,2,0,0,0,130500,0,966090,false,false,0.49908197191872883
before,allWorld,cash,265,20,4,0,0,0,254500,0,1659712,false,false,0.41633761141877257
before,allWorld,cash,266,20,2,0,0,0,149000,0,972722,false,false,0.4797662751529657
before,allWorld,cash,267,20,3,0,0,0,198000,0,1608041,false,false,0.4476063732784484
before,allWorld,cash,268,20,3,0,0,0,191000,0,3227434,true,false,0.4102250649346665
before,allWorld,cash,269,20,4,0,0,0,315000,0,2014028,false,false,0.4220357480109608
before,allWorld,cash,270,20,3,0,0,0,205000,0,1584191,false,false,0.45898629593879586
before,allWorld,cash,271,20,2,0,0,0,99000,0,1701760,false,false,0.44552157366947887
before,allWorld,cash,272,20,1,0,0,0,110000,0,1970307,false,false,0.45294453859834427
before,allWorld,cash,273,20,3,0,0,0,210000,0,1658488,false,false,0.4166028220369163
before,allWorld,cash,274,20,1,0,0,0,60000,0,1510981,false,false,0.4718198099910541
before,allWorld,cash,275,20,1,0,0,0,99000,0,1352085,false,false,0.49811064227196333
before,allWorld,cash,276,20,2,0,0,0,123000,0,1880603,false,false,0.4283335489102947
before,allWorld,cash,277,20,2,0,0,0,189000,0,1359863,false,false,0.4510343481194628
before,allWorld,cash,278,20,2,0,0,0,141000,0,1151866,false,false,0.4731583169212198
before,allWorld,cash,279,20,2,0,0,0,170000,0,1873758,false,false,0.4608740066371101
before,allWorld,cash,280,20,2,0,0,0,141000,0,1090126,false,false,0.5051837087391094
before,allWorld,cash,281,20,2,0,0,0,100500,0,2194505,false,false,0.4344864221416985
before,allWorld,cash,282,20,1,0,0,0,45000,0,2857196,false,false,0.4127805262076172
before,allWorld,cash,283,20,5,0,0,0,337500,0,903636,false,false,0.4328226381532276
before,allWorld,cash,284,20,3,0,0,0,250000,0,1159659,false,false,0.44905598627706433
before,allWorld,cash,285,20,2,0,0,0,191000,0,1393122,false,false,0.4204677297449181
before,allWorld,cash,286,20,1,0,0,0,90000,0,1601762,false,false,0.46619101240741917
before,allWorld,cash,287,20,2,0,0,0,124000,0,1441753,false,false,0.4631204739226312
before,allWorld,cash,288,20,1,0,0,0,54000,0,1495910,false,false,0.46500560079489767
before,allWorld,cash,289,20,3,0,0,0,215000,0,1844055,false,false,0.43330098085206864
before,allWorld,cash,290,20,2,0,0,0,85500,0,2010661,false,false,0.4292697243017254
before,allWorld,cash,291,20,3,0,0,0,231500,0,1286672,false,false,0.4005811681501741
before,allWorld,cash,292,20,2,0,0,0,162000,0,774888,false,false,0.44740189738821473
before,allWorld,cash,293,20,2,0,0,0,104000,0,2293623,false,false,0.4288776427155284
before,allWorld,cash,294,20,2,0,0,0,141000,0,1846134,false,false,0.4642092182022166
before,allWorld,cash,295,20,1,0,0,0,50000,0,1467746,false,false,0.46480081218810126
before,allWorld,cash,296,20,3,0,0,0,163500,0,1613564,false,false,0.46809497491020646
before,allWorld,cash,297,20,2,0,0,0,90000,0,1680443,false,false,0.4412277591596463
before,allWorld,cash,298,20,1,0,0,0,60000,0,2386844,false,false,0.41021728601999563
before,allWorld,cash,299,20,3,0,0,0,259000,0,1423726,false,false,0.4536391352394201
before,allWorld,cash,300,20,2,0,0,0,130500,0,1421545,false,false,0.4449780401850635
before,allWorld,cash,301,20,2,0,0,0,124000,0,1636950,false,false,0.44181405638612165
before,allWorld,cash,302,20,2,0,0,0,144000,0,1425903,false,false,0.4306599176600868
before,allWorld,cash,303,20,2,0,0,0,85500,0,1128199,false,false,0.4772449066247148
before,allWorld,cash,304,20,1,0,0,0,45000,0,2004310,false,false,0.4507297911939198
before,allWorld,cash,305,20,1,0,0,0,81000,0,2752618,false,false,0.42120147390114226
before,allWorld,cash,306,20,1,0,0,0,70000,0,1694297,false,false,0.4307607995945205
before,allWorld,cash,307,20,2,0,0,0,90000,0,1574103,false,false,0.4462632852830354
before,allWorld,cash,308,20,3,0,0,0,204000,0,1514561,false,false,0.4434641780751365
before,allWorld,cash,309,20,3,0,0,0,139500,0,3097869,true,false,0.4241067483096549
before,allWorld,cash,310,20,3,0,0,0,207000,0,1162852,false,false,0.502714111504589
before,allWorld,cash,311,20,1,0,0,0,54000,0,1155328,false,false,0.5183757955558618
before,allWorld,cash,312,20,2,0,0,0,135000,0,1389022,false,false,0.48530374352536976
before,allWorld,cash,313,20,3,0,0,0,233000,0,1812169,false,false,0.41487695438935174
before,allWorld,cash,314,20,3,0,0,0,189000,0,1524319,false,false,0.4389597084590043
before,allWorld,cash,315,20,0,0,0,0,0,0,1730879,false,false,0.4387357116149987
before,allWorld,cash,316,20,2,0,0,0,117000,0,1932550,false,false,0.44661665447141674
